time,value
1662736934093,0
1662736934103,0
1662736934113,0
1662736934123,-1
1662736934133,-1
1662736934143,-1
1662736934153,-1
1662736934163,-1
1662736934173,-1
1662736934183,-1
1662736934193,-1
1662736934203,-1
1662736934213,-1
1662736934223,-2
1662736934233,-2
1662736934243,-2
1662736934253,-2
1662736934263,-2
1662736934273,-2
1662736934282,-2
1662736934292,-3
1662736934302,-3
1662736934312,-3
1662736934322,-3
1662736934332,-3
1662736934342,-3
1662736934352,-3
1662736934362,-3
1662736934372,-3
1662736934382,-3
1662736934392,-3
1662736934402,-3
1662736934412,-3
1662736934422,-3
1662736934432,-3
1662736934442,-3
1662736934452,-3
1662736934462,-3
1662736934472,-3
1662736934482,-3
1662736934492,-3
1662736934502,-3
1662736934512,-3
1662736934522,-3
1662736934532,-4
1662736934541,-4
1662736934551,-4
1662736934561,-4
1662736934571,-4
1662736934581,-4
1662736934591,-4
1662736934601,-4
1662736934611,-4
1662736934621,-4
1662736934631,-4
1662736934641,-4
1662736934651,-4
1662736934661,-4
1662736934671,-4
1662736934681,-4
1662736934691,-4
1662736934701,-4
1662736934711,-3
1662736934721,-3
1662736934731,-3
1662736934741,-3
1662736934751,-3
1662736934761,-3
1662736934771,-3
1662736934781,-3
1662736934791,-3
1662736934801,-3
1662736934810,-3
1662736934820,-3
1662736934830,-3
1662736934840,-3
1662736934850,-3
1662736934860,-3
1662736934870,-3
1662736934880,-3
1662736934890,-3
1662736934900,-3
1662736934910,-3
1662736934920,-3
1662736934930,-3
1662736934940,-3
1662736934950,-3
1662736934960,-3
1662736934970,-3
1662736934980,-3
1662736934990,-3
1662736935000,-3
